col,score,missing_rate
age_month,0.07698837298851384,0.0
lab_5211_min,0.014177516118177868,0.3456762584578779
lab_5227_max,0.012709943390960442,0.34954271693062683
lab_5249_min,0.012439727510242277,0.34589932336976725
lab_5235_max,0.010811205210106936,0.3451557736634694
lab_5227_min,0.008779355151598249,0.34954271693062683
lab_5237_min,0.008282535481167747,0.3453788385753588
lab_5248_min,0.007060400521042965,0.3455275485166183
chart_1016_min,0.006939454821644482,0.3994349022232136
lab_5223_max,0.00667827324455154,0.3657521005279203
chart_1001_min,0.006429171836645577,0.3273849356829504
lab_5226_max,0.006283906104744967,0.3450814186928396
lab_5211_max,0.006113164774897121,0.3456762584578779
chart_1001_max,0.006088630321007246,0.3273849356829504
chart_1004_min,0.006066185939198921,0.3272362257416908
lab_5249_max,0.005871147000978028,0.34589932336976725
chart_1004_max,0.005618441464821245,0.3272362257416908
lab_5233_max,0.005548775524404177,0.8426648821473716
chart_1016_max,0.005463220033998361,0.3994349022232136
lab_5224_min,0.005411087816889536,0.345304483604729
chart_1015_min,0.005296898340979618,0.3994349022232136
lab_5218_min,0.005160247464702292,0.3450814186928396
lab_5236_max,0.005127698219678688,0.8424418172354822
lab_5252_min,0.005065850476743236,0.3454531935459885
lab_5174_min,0.00502638917720955,0.3830768086846606
lab_5215_max,0.004970214085979871,0.3452301286340992
lab_5186_max,0.004825531951784983,0.3830768086846606
lab_5127_max,0.004813126747568607,0.16781916871142835
lab_5129_max,0.004810624452821707,0.1481894564651647
lab_5213_max,0.004807901166958659,0.8274964681388951
lab_5239_min,0.004796141842325465,0.3451557736634694
lab_5186_min,0.004768097883299719,0.3830768086846606
lab_5218_max,0.004699878168086378,0.3450814186928396
lab_5174_max,0.004686611784785975,0.3830768086846606
chart_1015_max,0.004679782048130307,0.3994349022232136
lab_5237_max,0.004675066437513051,0.3453788385753588
lab_5141_max,0.004664140210061616,0.1481894564651647
chart_1006_min,0.0046358700784589705,0.4478399881032047
lab_5235_min,0.004633353782211925,0.3451557736634694
lab_6317_min,0.004569665524479594,0.17302401665551342
lab_5248_max,0.0044423803430324186,0.3455275485166183
lab_5129_min,0.004420483543700916,0.1481894564651647
lab_5223_min,0.00440868064312331,0.3657521005279203
lab_5141_min,0.004399795558289357,0.1481894564651647
