topK,AUROC_mean,AUPRC_mean,AUROC_std,AUPRC_std
1.0,0.5343575788666434,0.07988705426467098,0.02475751729737065,0.005103193556474017
2.0,0.6428558206164373,0.22026008859772278,0.008034434509459135,0.014636593032670363
3.0,0.6423057463055442,0.2385551432293338,0.012576928540594275,0.02138619350286151
4.0,0.6551603010989886,0.24269662800451916,0.012977486690506617,0.020963855413003305
5.0,0.659764252584911,0.2507748115136558,0.01232754755065255,0.02105277363946815
6.0,0.6599081559391722,0.24879243510192942,0.012520784990003708,0.01853705277336959
7.0,0.6827199066516534,0.2647168256122975,0.006450605584580133,0.018807579537512935
8.0,0.6818769962339859,0.2657073221066352,0.006290773041023415,0.01733443017916596
9.0,0.7910918765431916,0.3117058629053673,0.012689880280593827,0.01727486077948955
10.0,0.7931595965372291,0.31090226393301296,0.013300791943025768,0.016859905829610156
11.0,0.7978108362725426,0.31443182513008294,0.014268914812947621,0.014830809232340612
12.0,0.7971913892318075,0.31314237303246395,0.01448257873429813,0.015522555742252232
13.0,0.7970402793222252,0.3138334824260719,0.014479532120762006,0.015642754848715596
14.0,0.7975427560994344,0.3148193959651248,0.01437332204410556,0.01500768770937102
15.0,0.7972771734579633,0.3138521019254729,0.014594140228380341,0.015053044504649258
16.0,0.7969033315577737,0.31330588343866,0.014336781093256827,0.014632217221304153
17.0,0.7971657149824835,0.31281802215262156,0.014124602752138584,0.014754229301339464
18.0,0.8039343278494862,0.3176358191417467,0.01443228080869217,0.015019220370420527
19.0,0.8066056964853345,0.316806853043196,0.014955433915869124,0.013693453251442101
20.0,0.8064893594481342,0.31620303755702683,0.015310919428247798,0.013562924469128164
21.0,0.8061777059278974,0.3166945195995333,0.015339909626734649,0.013906711049312575
22.0,0.8067000510466615,0.3219281899172038,0.014865286819930318,0.015489844375887043
23.0,0.8064618651556275,0.32179188843198653,0.01479075288244959,0.01498018354443948
24.0,0.8051315866147639,0.3208874269639527,0.014005950729569451,0.012863211294871899
25.0,0.8047780985853006,0.31936576047125487,0.01348043580212434,0.011722812993417155
26.0,0.8059220843342219,0.32083105246236915,0.012444984532844677,0.013083278634325514
27.0,0.8057068082271306,0.32001002635787923,0.01247627880868181,0.01239855317857538
28.0,0.8228526826062664,0.3358421499193861,0.008324823232410383,0.010402184829535779
